,20150731
09:25:00,
09:30:00,0.0283389583185
09:31:00,-0.0382212128202
09:32:00,-0.000152800061417
09:33:00,0.0
09:34:00,0.0
09:35:00,0.0
09:36:00,0.0
09:37:00,0.0
09:38:00,0.0
09:39:00,0.0
09:40:00,0.0
09:41:00,0.0
09:42:00,0.0
09:43:00,0.0
09:44:00,0.0
09:45:00,0.0
09:46:00,0.0
09:47:00,0.0
09:49:00,0.0
09:50:00,0.0
09:51:00,0.0
09:52:00,0.0
09:53:00,0.0
09:54:00,0.0
09:55:00,0.0
09:56:00,0.0
09:57:00,0.0
09:58:00,0.0
09:59:00,0.0
10:00:00,0.0
10:01:00,0.0
10:02:00,0.0
10:03:00,0.0
10:04:00,0.0
10:06:00,0.0
10:07:00,0.0
10:08:00,0.0
10:09:00,0.0
10:10:00,0.0
10:11:00,0.0
10:12:00,0.0
10:13:00,0.0
10:14:00,0.0
10:15:00,0.0
10:16:00,0.0
10:17:00,0.0
10:18:00,0.0
10:19:00,0.0
10:20:00,0.0
10:21:00,0.0
10:24:00,0.0
10:25:00,0.0
10:26:00,0.0
10:27:00,0.0
10:28:00,0.0
10:31:00,0.0
10:32:00,0.0
10:33:00,0.0
10:34:00,0.0
10:35:00,0.0
10:36:00,0.0
10:37:00,0.0
10:38:00,0.0
10:40:00,0.0
10:42:00,0.0
10:43:00,0.0
10:45:00,0.0
10:48:00,0.0
10:49:00,0.0
10:50:00,0.0
10:51:00,0.0
10:52:00,0.0
10:53:00,0.0
10:54:00,0.0
10:55:00,0.0
10:56:00,0.0
10:57:00,0.0
10:58:00,0.0
10:59:00,0.0
11:00:00,0.0
11:04:00,0.0
11:06:00,0.0
11:08:00,0.0
11:10:00,0.0
11:11:00,0.0
11:12:00,0.0
11:14:00,0.0
11:22:00,0.0
11:24:00,0.0
11:26:00,0.0
11:27:00,0.0
11:28:00,0.0
11:29:00,0.0
11:30:00,0.0
13:00:00,0.0
13:01:00,0.0
13:04:00,0.0
13:06:00,0.0
13:07:00,0.0
13:08:00,0.0
13:09:00,0.0
13:12:00,0.0
13:15:00,0.0
13:16:00,0.0
13:18:00,0.0
13:19:00,0.0
13:20:00,0.0
13:24:00,0.0
13:28:00,0.0
13:29:00,0.0
13:37:00,0.0
13:38:00,0.0
13:39:00,0.0
13:40:00,0.0
13:43:00,0.0
13:45:00,0.0
13:48:00,0.0
13:49:00,0.0
13:51:00,0.0
13:52:00,0.0
13:53:00,0.0
13:54:00,0.0
13:55:00,0.0
13:56:00,0.0
13:57:00,0.0
13:58:00,0.0
13:59:00,0.0
14:01:00,0.0
14:02:00,0.0
14:03:00,0.0
14:04:00,0.0
14:05:00,0.0
14:07:00,0.0
14:13:00,0.0
14:14:00,0.0
14:16:00,0.0
14:18:00,0.0
14:19:00,0.0
14:23:00,0.0
14:24:00,0.0
14:25:00,0.0
14:27:00,0.0
14:32:00,0.0
14:40:00,0.0
14:43:00,0.0
14:45:00,0.0
14:47:00,0.0
14:48:00,0.0
14:49:00,0.0
14:51:00,0.0
14:52:00,0.0
14:54:00,0.0
14:55:00,0.0
14:56:00,0.0
15:00:00,0.0
